Equipment Category,Measure ID,Site ID,Single and Multifamily Occupant (SMO) Telephone or Web Survey ID,Climate Zone,Region,County,Single Family or Multifamily,Construction Type,Year Building Built,Survey Weight,Appliance Category,Type/Style of Appliance,Other Large Appliances,Number of appliance units,Location of Appliance Unit,Appliance Manufacture Year,Age of Unit Known or Estimated,Appliance Unit Manufacturer,Appliance Model Number,Appliance Fuel,Appliance Wattage,Appliance Energy Star Certified?,Computer Monitor Type,Dishwasher Efficiency Rating (Energy Factor),Dishwasher Usage Pattern (cycles/week),Fan Usage,Humidifier Usage,Washing Machine Temperature,Loads Per Week,Heated Pool /Hot Tub,Pool/Hot Tub Above Ground or In Ground,Pool/Hot Tub High Efficiency Pump,Pool/Hot Tub Pump Horsepower,Pool/Hot Tub Pump Speeds,Size of Refrigerator or Freezer (cu ft),Refrigerator With Indoor Water Dispenser,Television Screen Size (inches),Type of conditioned air being distributed by the duct system,Air duct leakage to the outside ,Total air duct interior and exterior leakage,Does the new construction home contain an air duct system?,Pressurization or Depressurization,Type of Building Served by DHW,DHW Type,DHW Fuel Type,No. of Water Heaters,DHW Manufacture Year,DHW Age,DHW Age Known or Estimated,DHW Unit Manufacturer,DHW Model Number,Unit Energy Factor,DHW Efficiency Data Source,Water Temperature Setting,DHW Venting,DHW Unit Heat Recovery,Efficiency Rating of DHW Heat Recovery,Presence of orphan natural draft DHW,Storage Volume of the Unit (Gallons),Thickness of DHW pipe insulation (inches),DHW Insulation Thickness (inches),Unit in Conditioned or Unconditioned Part of House,HVAC System Type,HVAC Fuel type,DHW Solar System presence,Type of Solar DHW System,Type of Solar Technology used for DHW,Solar DHW System Capacity (Gallons),Source for Solar DHW Capacity,Solar DHW System in Working Order?,Surface Type,Construction Material of Building Envelope,Depth Below Grade,Ceiling Type,Attic Access Insulation Level,Attic Access (sq. ft.),Attic Access Weather Stripping,Percent of total exterior and interior surfaces that are insulated,Exterior or continuous insulation type,Data source for the on-site inspector determining exterior or continuous insulation characteristics,Exterior or continuous insulation quality (grade I-III),Exterior or continuous insulation thickness (inches),Interior or cavity insulation type,Data source for the on-site inspector determining interior or cavity insulation characteristics,Interior or cavity insulation quality (grade I-III),Interior or cavity insulation thickness (inches),Does the home have perimeter insulation?,Window or Door,Number of Doors,Door Material,Door Weather Stripping,Number of Windows,Window Size,Overall Window Condition,U Factor,Window Frame Type,Window Glazing,Gas Filled Window,Bay Windows,Storm Windows,Window Treatments,HVAC Controls Thermostat Type,HVAC Systems Served,Cooling Setback Hours,Cooling Setback Temperature,Set Point Temperature for Cooling Season,Heating Setback Hours,Heating Setback Temperature,Set Point Temperature for Heating Season,Status of Thermostat at Time of Inspection,Are HVAC Controlled Thermostats Programmable?,What Unit Does the HVAC Cooling System Serve?,What Percentage of Conditioned Space Does the HVAC Cooling Unit Serve?,Is HVAC Cooling Primary or Secondary Source?,HVAC Cooling System Type,HVAC Cooling Manufacture Year,HVAC Cooling Age Known/Estimated,HVAC Cooling Manufacturer,HVAC Cooling Model Number,HVAC Cooling Capacity,Number of AC Units,Rated Efficiency of HVAC Cooling System,HVAC Cooling Efficiency Type,HVAC Cooling Efficiency Data Source,Is HVAC Cooling Energy Star?,Visual Condition of Cooling System,HVAC Cooling Filter Slot Cover,Condition of Furnace Air Filter,Location of Cooling System,When was HVAC Cooling System Last Serviced?,What Unit Does the HVAC Heating System Serve?,What Percentage of Conditioned Space Does the HVAC Heating Unit Serve?,Is HVAC Heating Primary or Secondary Source?,HVAC Heating System Type,HVAC Heating Year Manufactured,HVAC Heating Year Known or Estimated,HVAC Heating Manufacturer,HVAC Heating Model Number,HVAC Heating Capacity,HVAC Heating Fuel Type,Number of HVAC Heating Systems,Rated Efficiency of Heating System,HVAC Heating Efficiency Type,HVAC Heating Efficiency Data Source,Is HVAC Heating Energy Star?,Visual Condition of Heating System,Is There An HVAC Heating Filter Slot Cover?,Condition of HVAC Heating Furnace Air Filter,Electronically Commutated Motor Present,Location of HVAC Heating,Does the HVAC Heating System Have an Outdoor Reset?,Does the HVAC Heating System have Thermostatic Radiator valves?,Heating Ventilation Type,When was HVAC Heating System Last Serviced?,HVAC Ventilation Type,HVAC Ventilation Space Served,Number of HVAC Ventilation Operating Hours Per Day,HVAC Ventilation System Configuration,Number of Lighting Controls,Type of Lighting Controls,Number of Efficient Light Bulbs,Number of Halogen Light Bulbs,Number of Incandescent Light Bulbs,Number of Other Light Bulbs,Type of Other Light Bulbs,Number of T12 Light Bulbs,Location of Lighting Unit,Number of Plug Loads,Description of Plug Loads,Number of Cable Boxes Plugged into Smart Strips or Outlets ,Number of DVD Players Plugged into Smart Strips or Outlets,Number of Fax Machines Plugged into Smart Strips or Outlets,Number of Gaming Consoles Plugged into Smart Strips or Outlets,Number of Home Theater Systems Plugged into Smart Strips or Outlets,Number of Printers and Copiers Plugged into Smart Strips or Outlets,Number of Space Heaters Plugged into Smart Strips or Outlets,Number of Stereo Systems Plugged into Smart Strips or Outlets,Number of VCR's Plugged into Smart Strips or Outlets,"Number of Tier 1 Plug Loads, Smart Strips and Outlets","Number of Tier 2 Plug Loads, Smart Strips and Outlets"
Air Duct Testing,65A8C11A-CE52-4105-974C-231EC0C23943,8751B9D0-1E17-4100-A9F6-D897A12E32F9,FL64584,Climate Zone 5,Finger Lakes,Wayne,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,139,1720,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,A8877562-081F-4773-8ECC-73D036008F6A,896D6920-0100-4E87-9A10-2A05C8F952D8,CN61596,Climate Zone 5,Central New York,Onondaga,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,75,1070,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,7914AE9F-4ADD-4738-A54F-DECD83C8D637,8C9DE260-D6D1-4702-8955-83A7F1B30626,FL63428,Climate Zone 5,Finger Lakes,Ontario,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating,20,234,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,B4A5C4C5-8A12-4559-8BCF-06A6AABE73F6,8CF14033-7207-488E-BC2E-86F3D3E75372,WN62348,Climate Zone 5,Western New York,Niagara,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,149,807,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,39CC834F-6C46-45FB-ACE0-D4C0783E9738,8D50CC4A-651C-44C2-88F7-7A2A6CF6017F,CN60580,Climate Zone 5,Central New York,Onondaga,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,18,124,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,F3D56B94-A243-410C-8D09-B62ED6D8D2CD,8E1A33DD-E80F-4633-B763-56A5BCF9D438,MH62600,Climate Zone 5,Mid-Hudson,Orange,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,170,434,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,ED939655-A5F9-4C45-AA1C-E72A9DE3A7F1,8E2F95B6-EEA2-4F10-B64B-96865AF95B6E,CD63864,Climate Zone 5,Capital District,Saratoga,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,82,845,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,58BC52E0-3374-431B-80F4-38E541BF3721,8F1A00CD-EB5C-1443-B260-B9278F066CEE,FL62936,Climate Zone 5,Finger Lakes,Monroe,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,165,2090,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,77757FBE-9A3F-4140-A285-7EE582923EAA,955DCB0E-4778-48A2-A6C7-BF761D3A04CD,WN60668,Climate Zone 5,Western New York,Erie,SF,New,2011,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,87,435,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,9035104F-58AD-4CA1-BC68-9BC11558BD19,9576C65D-7DE0-4ADE-AFB3-6E8B2EB13C72,WN62916,Climate Zone 5,Western New York,Chautauqua,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating,145,220,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,ED2F1EF8-0B0A-459C-B660-BE027EE2C917,95A7DF19-891B-4422-9BEB-DDA5BE8E2D22,WN61736,Climate Zone 5,Western New York,Erie,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,0,916,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,085C4E20-8A6E-43D6-A344-3BC5296F3EC8,96F404D3-2219-4C74-8A20-CD82593EB192,FL62656,Climate Zone 5,Finger Lakes,Monroe,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,56,569,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,59EFA2DE-8041-44D2-8311-122E27C7C5E0,9C280801-8F5F-4D39-97B7-59CDBE45EBFB,CN61156,Climate Zone 5,Central New York,Onondaga,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,0,1403,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,48B230B5-6B99-4C66-93DC-419DF6BBA773,9CA85744-459B-498C-BA1A-12D649F82EE6,WN60944,Climate Zone 5,Western New York,Erie,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating,81,320,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,6DB7F6AB-1D55-420B-BCF1-398A654091CD,9EBDC2EB-A81E-4A7A-A954-3042D3C59FB6,WN61664,Climate Zone 5,Western New York,Erie,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,60,692,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,3E024B48-CE81-4F01-B5B0-775A37F4C4F9,9FFC758F-37D5-4758-B0D8-992CBC183DD6,MH62788,Climate Zone 5,Mid-Hudson,Orange,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Distribution System Present,Not Applicable,Not Applicable,Yes,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,C863DA50-848B-4DAE-8F33-6C9BB7DDB923,A0EBD080-14FC-442E-9078-5647F27844F5,FL62516,Climate Zone 5,Finger Lakes,Monroe,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,38,894,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,1F01CC30-3035-4E3A-A318-6666AA28DA7E,A18D4A65-0E13-4A3B-9231-129730174EFA,CD60604,Climate Zone 5,Capital District,Albany,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,42,658,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,32D5CD9F-5EAD-4749-81AE-22F05A521D13,A46D79E6-4B0E-43BF-AF1E-5F8B70CBBBCA,FL61708,Climate Zone 5,Finger Lakes,Monroe,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,180,445,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,BA2F4899-97B0-4B6A-948E-78C3DA8C547B,A4A4D169-13E5-4C94-9A24-E9F5B935F23F,CD64076,Climate Zone 5,Capital District,Saratoga,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,200,599,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,A68AE284-04C8-4970-ADF0-D26083F969AA,A7DEBCA3-BF60-41CB-918A-250BC9F4E164,CN62316,Climate Zone 5,Central New York,Schoharie,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Distribution System Present,Not Applicable,Not Applicable,Yes,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,74810439-FDFC-4F67-8607-4A51D69C5A7F,ACD42DF9-CDE2-D146-A327-E96774D855D2,WN60352,Climate Zone 5,Western New York,Erie,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,385,1150,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,7B290BC0-69BE-4B62-831B-D1A81D6AED4E,B1F2011D-EFA2-4A4F-84D7-38AECA9EE2CC,WN61536,Climate Zone 5,Western New York,Erie,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating,24,294,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,BD86BEB8-4A57-4D15-A1CC-61BB9D5CFA53,BA6EBF65-363E-4502-8EC0-4E6839796336,MH61016,Climate Zone 5,Mid-Hudson,Orange,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling,271,343,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,665EB9CF-FE2E-402E-AF7B-FC7F61329B10,BB5CA7B8-3952-43B2-A2E6-B4F7B8B060F3,CN61328,Climate Zone 5,Central New York,Onondaga,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,24,816,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,52B88B39-FC57-4E0B-B0EF-A35BCA77E3E1,BE5D470C-B133-450C-9D1E-8B309692308A,CD64668,Climate Zone 5,Capital District,Schenectady,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,0,1437,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,D7483428-1470-4A37-922F-60002BB3AEF8,C1F93C93-1054-4376-A8F4-0D1E56810ECD,CD62692,Climate Zone 5,Capital District,Saratoga,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,140,1121,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,3C0EA513-4C5C-45AC-9176-CADF9E09B30F,C3F9A6D3-7D8C-4367-A2C9-1291034AAEE6,WN60564,Climate Zone 5,Western New York,Erie,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,153,705,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,CA57683D-4C42-48A7-BA48-CDA100DA9365,C4936CA4-9126-46BC-902F-19F6F93A7E0E,WN62108,Climate Zone 5,Western New York,Niagara,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,386,1900,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,C2149704-ACFE-4FE3-8F3E-8CC8DF80B193,C65EBFDE-4FFB-4CFD-AB57-39C1B9915B14,WN60844,Climate Zone 5,Western New York,Erie,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,34,222,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,EB07D34B-1303-45F8-8755-30836975ABA8,C695ABF2-483F-4FDD-A9F3-7FF774E1B110,CD64396,Climate Zone 5,Capital District,Saratoga,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,32,1023,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,56C1E34E-7711-47D0-B13D-946F23D8F140,C72F1D8E-EB8F-461C-9704-C740F0279B97,CN60532,Climate Zone 5,Central New York,Onondaga,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,61,275,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,21B17BC1-1EF9-4E69-A359-1F0D21E81CC8,C78BE99D-66E5-4104-90CF-CD424ADFABDC,CN61080,Climate Zone 5,Central New York,Onondaga,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,1005,99,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,B82F91C2-A9C6-4EA9-802C-3EB2E3AE75C1,C85121D8-E315-4E45-966C-17C0EF16248F,FL62368,Climate Zone 5,Finger Lakes,Monroe,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,27,216,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,9DC6B7CC-628C-4043-A2C3-129AD20968DF,C8F5EB83-30DF-467B-BC43-31F0CEBC2BB1,CN61692,Climate Zone 5,Central New York,Madison,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,13,150,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,BBE0B759-6D33-402C-9E56-C684982089EF,CBF16228-A041-4A50-8A56-C0BA2A5EC91B,FL63484,Climate Zone 5,Finger Lakes,Ontario,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,117,370,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,34B951EF-FD57-4666-9751-D3F2634FBF12,CC1824D3-9365-4FC6-AADF-82F0B6FFC72B,CN60680,Climate Zone 5,Central New York,Onondaga,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,128,1980,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,A3EBC618-DFF6-4E84-8E17-3C84327CB1F2,CD4054CF-C24D-429D-903C-41981E1DE543,WN62248,Climate Zone 5,Western New York,Niagara,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,247,677,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,14AB227A-C8CC-4A91-B80E-C96DE8D5D891,CD76BE3A-187C-4FDA-AFC9-5E840FB53F9F,CD63616,Climate Zone 5,Capital District,Saratoga,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,295,458,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
