Equipment Category,Measure ID,Site ID,Single and Multifamily Occupant (SMO) Telephone or Web Survey ID,Climate Zone,Region,County,Single Family or Multifamily,Construction Type,Year Building Built,Survey Weight,Appliance Category,Type/Style of Appliance,Other Large Appliances,Number of appliance units,Location of Appliance Unit,Appliance Manufacture Year,Age of Unit Known or Estimated,Appliance Unit Manufacturer,Appliance Model Number,Appliance Fuel,Appliance Wattage,Appliance Energy Star Certified?,Computer Monitor Type,Dishwasher Efficiency Rating (Energy Factor),Dishwasher Usage Pattern (cycles/week),Fan Usage,Humidifier Usage,Washing Machine Temperature,Loads Per Week,Heated Pool /Hot Tub,Pool/Hot Tub Above Ground or In Ground,Pool/Hot Tub High Efficiency Pump,Pool/Hot Tub Pump Horsepower,Pool/Hot Tub Pump Speeds,Size of Refrigerator or Freezer (cu ft),Refrigerator With Indoor Water Dispenser,Television Screen Size (inches),Type of conditioned air being distributed by the duct system,Air duct leakage to the outside ,Total air duct interior and exterior leakage,Does the new construction home contain an air duct system?,Pressurization or Depressurization,Type of Building Served by DHW,DHW Type,DHW Fuel Type,No. of Water Heaters,DHW Manufacture Year,DHW Age,DHW Age Known or Estimated,DHW Unit Manufacturer,DHW Model Number,Unit Energy Factor,DHW Efficiency Data Source,Water Temperature Setting,DHW Venting,DHW Unit Heat Recovery,Efficiency Rating of DHW Heat Recovery,Presence of orphan natural draft DHW,Storage Volume of the Unit (Gallons),Thickness of DHW pipe insulation (inches),DHW Insulation Thickness (inches),Unit in Conditioned or Unconditioned Part of House,HVAC System Type,HVAC Fuel type,DHW Solar System presence,Type of Solar DHW System,Type of Solar Technology used for DHW,Solar DHW System Capacity (Gallons),Source for Solar DHW Capacity,Solar DHW System in Working Order?,Surface Type,Construction Material of Building Envelope,Depth Below Grade,Ceiling Type,Attic Access Insulation Level,Attic Access (sq. ft.),Attic Access Weather Stripping,Percent of total exterior and interior surfaces that are insulated,Exterior or continuous insulation type,Data source for the on-site inspector determining exterior or continuous insulation characteristics,Exterior or continuous insulation quality (grade I-III),Exterior or continuous insulation thickness (inches),Interior or cavity insulation type,Data source for the on-site inspector determining interior or cavity insulation characteristics,Interior or cavity insulation quality (grade I-III),Interior or cavity insulation thickness (inches),Does the home have perimeter insulation?,Window or Door,Number of Doors,Door Material,Door Weather Stripping,Number of Windows,Window Size,Overall Window Condition,U Factor,Window Frame Type,Window Glazing,Gas Filled Window,Bay Windows,Storm Windows,Window Treatments,HVAC Controls Thermostat Type,HVAC Systems Served,Cooling Setback Hours,Cooling Setback Temperature,Set Point Temperature for Cooling Season,Heating Setback Hours,Heating Setback Temperature,Set Point Temperature for Heating Season,Status of Thermostat at Time of Inspection,Are HVAC Controlled Thermostats Programmable?,What Unit Does the HVAC Cooling System Serve?,What Percentage of Conditioned Space Does the HVAC Cooling Unit Serve?,Is HVAC Cooling Primary or Secondary Source?,HVAC Cooling System Type,HVAC Cooling Manufacture Year,HVAC Cooling Age Known/Estimated,HVAC Cooling Manufacturer,HVAC Cooling Model Number,HVAC Cooling Capacity,Number of AC Units,Rated Efficiency of HVAC Cooling System,HVAC Cooling Efficiency Type,HVAC Cooling Efficiency Data Source,Is HVAC Cooling Energy Star?,Visual Condition of Cooling System,HVAC Cooling Filter Slot Cover,Condition of Furnace Air Filter,Location of Cooling System,When was HVAC Cooling System Last Serviced?,What Unit Does the HVAC Heating System Serve?,What Percentage of Conditioned Space Does the HVAC Heating Unit Serve?,Is HVAC Heating Primary or Secondary Source?,HVAC Heating System Type,HVAC Heating Year Manufactured,HVAC Heating Year Known or Estimated,HVAC Heating Manufacturer,HVAC Heating Model Number,HVAC Heating Capacity,HVAC Heating Fuel Type,Number of HVAC Heating Systems,Rated Efficiency of Heating System,HVAC Heating Efficiency Type,HVAC Heating Efficiency Data Source,Is HVAC Heating Energy Star?,Visual Condition of Heating System,Is There An HVAC Heating Filter Slot Cover?,Condition of HVAC Heating Furnace Air Filter,Electronically Commutated Motor Present,Location of HVAC Heating,Does the HVAC Heating System Have an Outdoor Reset?,Does the HVAC Heating System have Thermostatic Radiator valves?,Heating Ventilation Type,When was HVAC Heating System Last Serviced?,HVAC Ventilation Type,HVAC Ventilation Space Served,Number of HVAC Ventilation Operating Hours Per Day,HVAC Ventilation System Configuration,Number of Lighting Controls,Type of Lighting Controls,Number of Efficient Light Bulbs,Number of Halogen Light Bulbs,Number of Incandescent Light Bulbs,Number of Other Light Bulbs,Type of Other Light Bulbs,Number of T12 Light Bulbs,Location of Lighting Unit,Number of Plug Loads,Description of Plug Loads,Number of Cable Boxes Plugged into Smart Strips or Outlets ,Number of DVD Players Plugged into Smart Strips or Outlets,Number of Fax Machines Plugged into Smart Strips or Outlets,Number of Gaming Consoles Plugged into Smart Strips or Outlets,Number of Home Theater Systems Plugged into Smart Strips or Outlets,Number of Printers and Copiers Plugged into Smart Strips or Outlets,Number of Space Heaters Plugged into Smart Strips or Outlets,Number of Stereo Systems Plugged into Smart Strips or Outlets,Number of VCR's Plugged into Smart Strips or Outlets,"Number of Tier 1 Plug Loads, Smart Strips and Outlets","Number of Tier 2 Plug Loads, Smart Strips and Outlets"
Air Duct Testing,9264F675-273F-4463-A9EC-EE5BB50A6AA6,E4E7FED1-CD6C-42D4-8EBD-24B20C233CE8,CN60368,Climate Zone 6,Central New York,Madison,SF,New,2012,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating,313,2298,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,84A455C3-C18C-48B3-9BE2-6EDE8803B23F,E68A8461-EF00-437A-AF46-4032554FB048,MV60272,Climate Zone 6,Mohawk Valley,Herkimer,SF,New,2013,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating,39,812,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,EFC6D811-2002-4A35-AB45-6287AE3D5D03,E7B52240-5C67-4338-A3AC-9F196757AFAA,NC61324,Climate Zone 6,North Country,Jefferson,SF,New,2012,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating,102,365,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,1D3D26B1-C251-4215-B81B-12A6B1CF6310,ED8D460F-DA02-4708-A9C9-84429490C487,NC61836,Climate Zone 6,North Country,Lewis,SF,New,2012,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Distribution System Present,Not Applicable,Not Applicable,Yes,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,811C410A-E979-4BC9-803C-466E3698C97A,EFFD3963-0518-406B-996B-BC043C5F75E1,MV60836,Climate Zone 6,Mohawk Valley,Oneida,SF,New,2012,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating,230,545,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,B34550CD-BECE-4BE4-9A3C-AA08E5C46767,F2CD2FB4-6DD4-4F87-A901-94C56283516F,NC60232,Climate Zone 6,North Country,Essex,SF,New,2013,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Distribution System Present,Not Applicable,Not Applicable,Yes,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,CB815CF3-EB36-4653-9D3D-6E67D3B7B24E,F6AFB58E-ACCE-4FCC-ACE7-60424047A2A4,NC62612,Climate Zone 6,North Country,Clinton,SF,New,2012,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating,32,120,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,E11270A2-6169-42B3-8C92-2C1B03A15707,F7E93B22-89E0-4DD1-983F-8BF7BD3C660E,MV61408,Climate Zone 6,Mohawk Valley,Otsego,SF,New,2013,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating,12,490,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,B2BE6167-D23F-4758-8A15-90B51A6AD37D,F7E93B22-89E0-4DD1-983F-8BF7BD3C660E,MV61408,Climate Zone 6,Mohawk Valley,Otsego,SF,New,2013,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating,82,90,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,1D4A6802-A0F0-4605-BBEA-3ACB72487EF0,FD626905-0296-44F2-8DC7-7D6517A346F8,MV61272,Climate Zone 6,Mohawk Valley,Oneida,SF,New,2012,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating,21,468,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,66BF9D85-64DB-4629-86D2-D463D589FA04,0011C429-2536-4B74-8DF5-566D957C0B85,FL64564,Climate Zone 5,Finger Lakes,Wayne,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,32,811,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,1884C381-4736-4C4E-8FA6-0EDB48484D2D,025BB63E-8468-A044-AF44-6932316FF364,FL61944,Climate Zone 5,Finger Lakes,Monroe,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,9,243,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,7CF95463-ED2F-4B5D-B5EB-CA33890708D8,03B09A10-F44D-4189-BEBC-952E9C236C9C,CN61320,Climate Zone 5,Central New York,Onondaga,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,28,1173,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,1453420F-F2E2-4A67-8BED-E174D64D60E8,04EB8DA6-3B01-4250-A446-CE41FF1242F1,CN61916,Climate Zone 5,Central New York,Onondaga,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Distribution System Present,Not Applicable,Not Applicable,Yes,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,47B12820-CFD3-41A6-B73A-50AA619F8E53,0C505521-0E6F-44A0-9FCC-9678862DDE90,CD63240,Climate Zone 5,Capital District,Saratoga,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,38,1222,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,E6D2B1D3-1036-4174-9881-1BF98EBA1600,0E676201-5E26-4479-B896-F842E42CF3EB,CD61036,Climate Zone 5,Capital District,Albany,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,28,Not Applicable,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,56879850-4021-405F-9B40-D8BC133F096C,0F4E2E8D-A8FF-4064-8580-502F26CE4F06,WN62376,Climate Zone 5,Western New York,Ulster,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,160,2050,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,9048D66A-9040-43CC-B8D0-C82692F8CF26,10D0122E-0B5F-4DDC-BA69-972F2CEAA03A,CD61924,Climate Zone 5,Capital District,Rensselaer,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,174,1140,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,913A5D40-6E3A-4F69-9006-EDA290BD6A7C,12D32953-8F3D-431B-A45A-CEDBF4770786,CD64636,Climate Zone 5,Capital District,Schenectady,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,234,1836,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,9C46DC5E-3872-4ECE-B0D6-868ADC953CE2,156825FD-2060-4F16-9C4B-D15352450284,WN61268,Climate Zone 5,Western New York,Erie,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,280,490,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,03F619A8-8D7C-4428-AC41-C2EA3C33EF05,1627E9CD-5A87-47E8-82E3-C1AE189B4F59,WN62372,Climate Zone 5,Western New York,Niagara,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Distribution System Present,Not Applicable,Not Applicable,Yes,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,157A810D-0212-4CA5-99EB-D86365A55B05,17E2157E-D6B4-4F81-A976-BFC84D326DCB,CD63576,Climate Zone 5,Capital District,Saratoga,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,0,1042,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,D67EBCCD-EFCB-4286-8E07-91A302181363,17E2157E-D6B4-4F81-A976-BFC84D326DCB,CD63576,Climate Zone 5,Capital District,Saratoga,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,148,1286,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,97CAD93D-AB44-42E3-99A4-316DC0BFFCE6,1EEB97DC-1F54-4C02-8C49-3CD19410401A,WN60648,Climate Zone 5,Western New York,Erie,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,43,733,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,DF8F78F7-DE6D-44C3-8FD5-AD41576865AA,21A7BCCF-FA46-44EF-9FC4-82EF1B0EA8DF,CD64216,Climate Zone 5,Capital District,Saratoga,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,61,474,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,6030C0E5-2262-4A48-8AE1-B25277A5BDBC,225D725D-B8D1-D848-9AC9-27A45B849C1A,WN61300,Climate Zone 5,Western New York,Erie,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,124,203,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,C1639F8A-21B5-4BAA-B73C-9CB0BE9D6917,25426D5A-86C5-4CA3-A48D-E78046C76FED,FL60620,Climate Zone 5,Finger Lakes,Monroe,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,195,1900,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,64CFA6B7-9446-4DB6-8FBD-C8E293FFF394,25BEFB3B-0D0C-46EA-9C00-8FE8BFF99FA8,CN61312,Climate Zone 5,Central New York,Onondaga,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,17,290,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,FDB3FE5D-D6B3-4D46-A84A-8B2236D2C7EB,275BEE72-B903-46CB-8A89-B7461ADCB23A,CD63428,Climate Zone 5,Capital District,Saratoga,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,284,2227,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,07E69A07-EFBC-414F-84C6-E80569D6BE61,32FB3D20-A289-4CF5-A557-B2F4300A0296,WN61436,Climate Zone 5,Western New York,Erie,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,265,3650,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,0D9D84C5-8CC1-4068-908D-58081DD07DE8,32FBB0D6-62CF-46FC-B898-F32CBC024C9E,CD62488,Climate Zone 5,Capital District,Saratoga,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,16,417,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,4A3637AE-BEEC-40C7-B539-2A9E8292CDD0,370466C8-AC21-408A-9BB1-05E688C7F862,MH62500,Climate Zone 5,Mid-Hudson,Orange,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,20,713,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,07FD905F-9548-4ADD-888B-81663CCC4F14,3720266C-E447-46C1-87EE-7EA41B756F86,CD60280,Climate Zone 5,Capital District,Albany,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling,230,725,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,04E9FCB9-CA96-4C40-9D0E-AB1D25702021,38C631A8-6985-4C4E-9566-ACD1C94788FA,FL64860,Climate Zone 5,Finger Lakes,Yates,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling,224,550,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,30AB5C5C-4DE7-4004-9828-BBD459B4954B,38E51265-018A-4EEB-B064-A773C2312D0E,FL64084,Climate Zone 5,Finger Lakes,Ontario,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,92,2000,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,D38856CF-78D9-4F76-89E8-20500F8D4C62,38E9E70C-7E44-410B-9EF6-17FFA22E8152,CD62588,Climate Zone 5,Capital District,Saratoga,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,52,1696,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,EC2429A6-7B80-406F-A858-C5E8F99B05DF,3B24F738-1821-4382-9606-AEA28E4CA1CC,MH60008,Climate Zone 5,Mid-Hudson,Dutchess,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,198,722,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,8DC5E38D-1506-4B04-A428-8D79BA3ED330,3E938151-A082-4829-8F05-6082896C62C5,CD61940,Climate Zone 5,Capital District,Rensselaer,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,17,677,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,C93C56D5-A68A-43E7-9D23-59F3ACEFC1D4,41D313F5-AB24-424C-92A6-25F76D10EA91,FL60688,Climate Zone 5,Finger Lakes,Monroe,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,505,525,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
