"","Site","Meter","Unit","Date","Time","Value"
"6887","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-27,"20:00",186.58
"6888","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-28,"20:00",230.48
"6889","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-01,"20:30",90
"6890","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-02,"20:30",84
"6891","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-03,"20:30",96
"6892","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-04,"20:30",90
"6893","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-05,"20:30",84
"6894","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-06,"20:30",84
"6895","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-07,"20:30",90
"6896","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-08,"20:30",90
"6897","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-09,"20:30",90
"6898","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-10,"20:30",90
"6899","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-11,"20:30",90
"6900","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-12,"20:30",78
"6901","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-13,"20:30",84
"6902","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-14,"20:30",90
"6903","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-15,"20:30",96
"6904","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-16,"20:30",96
"6905","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-17,"20:30",96
"6906","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-18,"20:30",84
"6907","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-19,"20:30",78
"6908","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-20,"20:30",78
"6909","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-21,"20:30",96
"6910","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-22,"20:30",90
"6911","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-23,"20:30",90
"6912","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-24,"20:30",84
"6913","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-25,"20:30",90
"6914","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-26,"20:30",84
"6915","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-27,"20:30",78
"6916","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-28,"20:30",96
"6917","Abercrombie House","Total Natural Gas AH","kWh",2011-02-01,"20:30",0
"6918","Abercrombie House","Total Natural Gas AH","kWh",2011-02-02,"20:30",0
"6919","Abercrombie House","Total Natural Gas AH","kWh",2011-02-03,"20:30",0
"6920","Abercrombie House","Total Natural Gas AH","kWh",2011-02-04,"20:30",0
"6921","Abercrombie House","Total Natural Gas AH","kWh",2011-02-05,"20:30",0
"6922","Abercrombie House","Total Natural Gas AH","kWh",2011-02-06,"20:30",0
"6923","Abercrombie House","Total Natural Gas AH","kWh",2011-02-07,"20:30",0
"6924","Abercrombie House","Total Natural Gas AH","kWh",2011-02-08,"20:30",0
"6925","Abercrombie House","Total Natural Gas AH","kWh",2011-02-09,"20:30",0
"6926","Abercrombie House","Total Natural Gas AH","kWh",2011-02-10,"20:30",0
"6927","Abercrombie House","Total Natural Gas AH","kWh",2011-02-11,"20:30",0
"6928","Abercrombie House","Total Natural Gas AH","kWh",2011-02-12,"20:30",0
"6929","Abercrombie House","Total Natural Gas AH","kWh",2011-02-13,"20:30",5.635
"6930","Abercrombie House","Total Natural Gas AH","kWh",2011-02-14,"20:30",0
"6931","Abercrombie House","Total Natural Gas AH","kWh",2011-02-15,"20:30",0
"6932","Abercrombie House","Total Natural Gas AH","kWh",2011-02-16,"20:30",0
"6933","Abercrombie House","Total Natural Gas AH","kWh",2011-02-17,"20:30",0
"6934","Abercrombie House","Total Natural Gas AH","kWh",2011-02-18,"20:30",0
"6935","Abercrombie House","Total Natural Gas AH","kWh",2011-02-19,"20:30",0
"6936","Abercrombie House","Total Natural Gas AH","kWh",2011-02-20,"20:30",0
"6937","Abercrombie House","Total Natural Gas AH","kWh",2011-02-21,"20:30",0
"6938","Abercrombie House","Total Natural Gas AH","kWh",2011-02-22,"20:30",0
"6939","Abercrombie House","Total Natural Gas AH","kWh",2011-02-23,"20:30",0
"6940","Abercrombie House","Total Natural Gas AH","kWh",2011-02-24,"20:30",0
"6941","Abercrombie House","Total Natural Gas AH","kWh",2011-02-25,"20:30",0
"6942","Abercrombie House","Total Natural Gas AH","kWh",2011-02-26,"20:30",0
"6943","Abercrombie House","Total Natural Gas AH","kWh",2011-02-27,"20:30",0
"6944","Abercrombie House","Total Natural Gas AH","kWh",2011-02-28,"20:30",0
"6945","Abercrombie House","Total Imported Energy AH","kWh",2011-02-01,"20:30",90
"6946","Abercrombie House","Total Imported Energy AH","kWh",2011-02-02,"20:30",84
"6947","Abercrombie House","Total Imported Energy AH","kWh",2011-02-03,"20:30",96
"6948","Abercrombie House","Total Imported Energy AH","kWh",2011-02-04,"20:30",90
"6949","Abercrombie House","Total Imported Energy AH","kWh",2011-02-05,"20:30",84
"6950","Abercrombie House","Total Imported Energy AH","kWh",2011-02-06,"20:30",84
"6951","Abercrombie House","Total Imported Energy AH","kWh",2011-02-07,"20:30",90
"6952","Abercrombie House","Total Imported Energy AH","kWh",2011-02-08,"20:30",90
"6953","Abercrombie House","Total Imported Energy AH","kWh",2011-02-09,"20:30",90
"6954","Abercrombie House","Total Imported Energy AH","kWh",2011-02-10,"20:30",90
"6955","Abercrombie House","Total Imported Energy AH","kWh",2011-02-11,"20:30",90
"6956","Abercrombie House","Total Imported Energy AH","kWh",2011-02-12,"20:30",78
"6957","Abercrombie House","Total Imported Energy AH","kWh",2011-02-13,"20:30",89.635
"6958","Abercrombie House","Total Imported Energy AH","kWh",2011-02-14,"20:30",90
"6959","Abercrombie House","Total Imported Energy AH","kWh",2011-02-15,"20:30",96
"6960","Abercrombie House","Total Imported Energy AH","kWh",2011-02-16,"20:30",96
"6961","Abercrombie House","Total Imported Energy AH","kWh",2011-02-17,"20:30",96
"6962","Abercrombie House","Total Imported Energy AH","kWh",2011-02-18,"20:30",84
"6963","Abercrombie House","Total Imported Energy AH","kWh",2011-02-19,"20:30",78
"6964","Abercrombie House","Total Imported Energy AH","kWh",2011-02-20,"20:30",78
"6965","Abercrombie House","Total Imported Energy AH","kWh",2011-02-21,"20:30",96
"6966","Abercrombie House","Total Imported Energy AH","kWh",2011-02-22,"20:30",90
"6967","Abercrombie House","Total Imported Energy AH","kWh",2011-02-23,"20:30",90
"6968","Abercrombie House","Total Imported Energy AH","kWh",2011-02-24,"20:30",84
"6969","Abercrombie House","Total Imported Energy AH","kWh",2011-02-25,"20:30",90
"6970","Abercrombie House","Total Imported Energy AH","kWh",2011-02-26,"20:30",84
"6971","Abercrombie House","Total Imported Energy AH","kWh",2011-02-27,"20:30",78
"6972","Abercrombie House","Total Imported Energy AH","kWh",2011-02-28,"20:30",96
"6973","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-01,"20:30",221.7
"6974","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-02,"20:30",215.7
"6975","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-03,"20:30",245.26
"6976","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-04,"20:30",221.7
"6977","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-05,"20:30",180.58
"6978","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-06,"20:30",171.8
"6979","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-07,"20:30",212.92
"6980","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-08,"20:30",221.7
"6981","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-09,"20:30",221.7
"6982","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-10,"20:30",239.26
"6983","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-11,"20:30",212.92
"6984","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-12,"20:30",165.8
"6985","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-13,"20:30",163.02
"6986","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-14,"20:30",221.7
"6987","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-15,"20:30",218.92
"6988","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-16,"20:30",227.7
"6989","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-17,"20:30",236.48
"6990","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-18,"20:30",206.92
"6991","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-19,"20:30",165.8
"6992","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-20,"20:30",165.8
"6993","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-21,"20:30",210.14
"6994","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-22,"20:30",204.14
"6995","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-23,"20:30",212.92
"6996","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-24,"20:30",215.7
"6997","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-25,"20:30",212.92
"6998","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-26,"20:30",180.58
"6999","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-27,"20:30",165.8
"7000","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-28,"20:30",218.92
"7001","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-01,"20:30",0
"7002","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-02,"20:30",0
"7003","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-03,"20:30",0
"7004","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-04,"20:30",0
"7005","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-05,"20:30",0
"7006","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-06,"20:30",0
"7007","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-07,"20:30",0
"7008","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-08,"20:30",0
"7009","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-09,"20:30",0
"7010","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-10,"20:30",0
"7011","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-11,"20:30",0
"7012","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-12,"20:30",0
"7013","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-13,"20:30",5.635
"7014","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-14,"20:30",0
"7015","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-15,"20:30",0
"7016","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-16,"20:30",0
"7017","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-17,"20:30",0
"7018","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-18,"20:30",0
"7019","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-19,"20:30",0
"7020","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-20,"20:30",0
"7021","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-21,"20:30",0
"7022","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-22,"20:30",0
"7023","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-23,"20:30",0
"7024","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-24,"20:30",0
"7025","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-25,"20:30",0
"7026","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-26,"20:30",0
"7027","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-27,"20:30",0
"7028","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-28,"20:30",0
"7029","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-01,"20:30",221.7
"7030","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-02,"20:30",215.7
"7031","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-03,"20:30",245.26
"7032","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-04,"20:30",221.7
"7033","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-05,"20:30",180.58
"7034","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-06,"20:30",171.8
"7035","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-07,"20:30",212.92
"7036","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-08,"20:30",221.7
"7037","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-09,"20:30",221.7
"7038","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-10,"20:30",239.26
"7039","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-11,"20:30",212.92
"7040","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-12,"20:30",165.8
"7041","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-13,"20:30",168.655
"7042","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-14,"20:30",221.7
"7043","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-15,"20:30",218.92
"7044","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-16,"20:30",227.7
"7045","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-17,"20:30",236.48
"7046","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-18,"20:30",206.92
"7047","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-19,"20:30",165.8
"7048","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-20,"20:30",165.8
"7049","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-21,"20:30",210.14
"7050","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-22,"20:30",204.14
"7051","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-23,"20:30",212.92
"7052","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-24,"20:30",215.7
"7053","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-25,"20:30",212.92
"7054","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-26,"20:30",180.58
"7055","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-27,"20:30",165.8
"7056","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-28,"20:30",218.92
"7057","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-01,"21:00",90
"7058","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-02,"21:00",96
"7059","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-03,"21:00",90
"7060","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-04,"21:00",90
"7061","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-05,"21:00",78
"7062","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-06,"21:00",90
"7063","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-07,"21:00",90
"7064","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-08,"21:00",84
"7065","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-09,"21:00",90
"7066","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-10,"21:00",90
"7067","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-11,"21:00",84
"7068","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-12,"21:00",78
"7069","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-13,"21:00",78
"7070","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-14,"21:00",84
"7071","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-15,"21:00",84
"7072","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-16,"21:00",84
"7073","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-17,"21:00",84
"7074","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-18,"21:00",84
"7075","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-19,"21:00",78
"7076","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-20,"21:00",78
"7077","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-21,"21:00",90
"7078","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-22,"21:00",90
"7079","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-23,"21:00",84
"7080","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-24,"21:00",96
"7081","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-25,"21:00",96
"7082","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-26,"21:00",84
"7083","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-27,"21:00",84
"7084","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-28,"21:00",90
"7085","Abercrombie House","Total Natural Gas AH","kWh",2011-02-01,"21:00",0
"7086","Abercrombie House","Total Natural Gas AH","kWh",2011-02-02,"21:00",0
"7087","Abercrombie House","Total Natural Gas AH","kWh",2011-02-03,"21:00",0
"7088","Abercrombie House","Total Natural Gas AH","kWh",2011-02-04,"21:00",0
"7089","Abercrombie House","Total Natural Gas AH","kWh",2011-02-05,"21:00",0
"7090","Abercrombie House","Total Natural Gas AH","kWh",2011-02-06,"21:00",0
"7091","Abercrombie House","Total Natural Gas AH","kWh",2011-02-07,"21:00",0
"7092","Abercrombie House","Total Natural Gas AH","kWh",2011-02-08,"21:00",0
"7093","Abercrombie House","Total Natural Gas AH","kWh",2011-02-09,"21:00",0
"7094","Abercrombie House","Total Natural Gas AH","kWh",2011-02-10,"21:00",0
"7095","Abercrombie House","Total Natural Gas AH","kWh",2011-02-11,"21:00",0
"7096","Abercrombie House","Total Natural Gas AH","kWh",2011-02-12,"21:00",0
"7097","Abercrombie House","Total Natural Gas AH","kWh",2011-02-13,"21:00",42.826
"7098","Abercrombie House","Total Natural Gas AH","kWh",2011-02-14,"21:00",0
"7099","Abercrombie House","Total Natural Gas AH","kWh",2011-02-15,"21:00",16.905
"7100","Abercrombie House","Total Natural Gas AH","kWh",2011-02-16,"21:00",0
"7101","Abercrombie House","Total Natural Gas AH","kWh",2011-02-17,"21:00",0
"7102","Abercrombie House","Total Natural Gas AH","kWh",2011-02-18,"21:00",0
"7103","Abercrombie House","Total Natural Gas AH","kWh",2011-02-19,"21:00",0
"7104","Abercrombie House","Total Natural Gas AH","kWh",2011-02-20,"21:00",0
"7105","Abercrombie House","Total Natural Gas AH","kWh",2011-02-21,"21:00",0
"7106","Abercrombie House","Total Natural Gas AH","kWh",2011-02-22,"21:00",0
"7107","Abercrombie House","Total Natural Gas AH","kWh",2011-02-23,"21:00",0
"7108","Abercrombie House","Total Natural Gas AH","kWh",2011-02-24,"21:00",0
"7109","Abercrombie House","Total Natural Gas AH","kWh",2011-02-25,"21:00",0
"7110","Abercrombie House","Total Natural Gas AH","kWh",2011-02-26,"21:00",0
"7111","Abercrombie House","Total Natural Gas AH","kWh",2011-02-27,"21:00",0
"7112","Abercrombie House","Total Natural Gas AH","kWh",2011-02-28,"21:00",0
"7113","Abercrombie House","Total Imported Energy AH","kWh",2011-02-01,"21:00",90
"7114","Abercrombie House","Total Imported Energy AH","kWh",2011-02-02,"21:00",96
"7115","Abercrombie House","Total Imported Energy AH","kWh",2011-02-03,"21:00",90
"7116","Abercrombie House","Total Imported Energy AH","kWh",2011-02-04,"21:00",90
"7117","Abercrombie House","Total Imported Energy AH","kWh",2011-02-05,"21:00",78
"7118","Abercrombie House","Total Imported Energy AH","kWh",2011-02-06,"21:00",90
"7119","Abercrombie House","Total Imported Energy AH","kWh",2011-02-07,"21:00",90
"7120","Abercrombie House","Total Imported Energy AH","kWh",2011-02-08,"21:00",84
"7121","Abercrombie House","Total Imported Energy AH","kWh",2011-02-09,"21:00",90
"7122","Abercrombie House","Total Imported Energy AH","kWh",2011-02-10,"21:00",90
"7123","Abercrombie House","Total Imported Energy AH","kWh",2011-02-11,"21:00",84
"7124","Abercrombie House","Total Imported Energy AH","kWh",2011-02-12,"21:00",78
"7125","Abercrombie House","Total Imported Energy AH","kWh",2011-02-13,"21:00",120.826
"7126","Abercrombie House","Total Imported Energy AH","kWh",2011-02-14,"21:00",84
"7127","Abercrombie House","Total Imported Energy AH","kWh",2011-02-15,"21:00",100.905
"7128","Abercrombie House","Total Imported Energy AH","kWh",2011-02-16,"21:00",84
"7129","Abercrombie House","Total Imported Energy AH","kWh",2011-02-17,"21:00",84
"7130","Abercrombie House","Total Imported Energy AH","kWh",2011-02-18,"21:00",84
"7131","Abercrombie House","Total Imported Energy AH","kWh",2011-02-19,"21:00",78
"7132","Abercrombie House","Total Imported Energy AH","kWh",2011-02-20,"21:00",78
"7133","Abercrombie House","Total Imported Energy AH","kWh",2011-02-21,"21:00",90
"7134","Abercrombie House","Total Imported Energy AH","kWh",2011-02-22,"21:00",90
"7135","Abercrombie House","Total Imported Energy AH","kWh",2011-02-23,"21:00",84
"7136","Abercrombie House","Total Imported Energy AH","kWh",2011-02-24,"21:00",96
"7137","Abercrombie House","Total Imported Energy AH","kWh",2011-02-25,"21:00",96
"7138","Abercrombie House","Total Imported Energy AH","kWh",2011-02-26,"21:00",84
"7139","Abercrombie House","Total Imported Energy AH","kWh",2011-02-27,"21:00",84
"7140","Abercrombie House","Total Imported Energy AH","kWh",2011-02-28,"21:00",90
"7141","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-01,"21:00",212.92
"7142","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-02,"21:00",218.92
"7143","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-03,"21:00",230.48
"7144","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-04,"21:00",221.7
"7145","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-05,"21:00",174.58
"7146","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-06,"21:00",186.58
"7147","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-07,"21:00",195.36
"7148","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-08,"21:00",206.92
"7149","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-09,"21:00",204.14
"7150","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-10,"21:00",212.92
"7151","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-11,"21:00",206.92
"7152","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-12,"21:00",174.58
"7153","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-13,"21:00",174.58
"7154","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-14,"21:00",189.36
"7155","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-15,"21:00",198.14
"7156","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-16,"21:00",198.14
"7157","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-17,"21:00",206.92
"7158","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-18,"21:00",206.92
"7159","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-19,"21:00",165.8
"7160","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-20,"21:00",165.8
"7161","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-21,"21:00",195.36
"7162","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-22,"21:00",195.36
"7163","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-23,"21:00",198.14
"7164","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-24,"21:00",218.92
"7165","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-25,"21:00",218.92
"7166","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-26,"21:00",171.8
"7167","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-27,"21:00",180.58
"7168","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-28,"21:00",186.58
"7169","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-01,"21:00",0
"7170","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-02,"21:00",0
"7171","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-03,"21:00",0
"7172","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-04,"21:00",0
"7173","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-05,"21:00",0
"7174","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-06,"21:00",0
"7175","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-07,"21:00",0
"7176","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-08,"21:00",0
"7177","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-09,"21:00",0
"7178","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-10,"21:00",0
"7179","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-11,"21:00",0
"7180","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-12,"21:00",0
"7181","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-13,"21:00",42.826
"7182","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-14,"21:00",0
"7183","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-15,"21:00",16.905
"7184","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-16,"21:00",0
"7185","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-17,"21:00",0
"7186","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-18,"21:00",0
"7187","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-19,"21:00",0
"7188","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-20,"21:00",0
"7189","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-21,"21:00",0
"7190","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-22,"21:00",0
"7191","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-23,"21:00",0
"7192","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-24,"21:00",0
"7193","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-25,"21:00",0
"7194","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-26,"21:00",0
"7195","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-27,"21:00",0
"7196","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-28,"21:00",0
"7197","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-01,"21:00",212.92
"7198","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-02,"21:00",218.92
"7199","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-03,"21:00",230.48
"7200","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-04,"21:00",221.7
